Step,PUCRS,Python-DTU
914,2941625,47897
915,2941125,47897
916,2941125,47897
917,2941125,47897
918,2941125,47897
919,2941125,47897
920,3444448,47897
921,3517745,47897
922,3517745,47897
923,3517745,47897
924,3517745,47897
925,3517745,47897
926,3517745,47897
927,3517745,47897
928,3517745,47897
929,3517745,47897
930,3517745,47897
931,3517745,47897
932,3517745,47897
933,3517745,47897
934,3517745,47897
935,3517745,47897
936,3517745,47897
937,3517745,47897
938,3517745,47897
939,3517745,47897
940,3517745,47897
941,3517745,47897
942,3517745,47897
943,3517745,47897
944,3517745,47897
945,3517745,47897
946,3517745,47897
947,3517745,47897
948,3517745,47897
949,3517745,47897
950,3517745,47897
951,3517745,47897
952,3517745,47897
953,3517745,47897
954,3517745,47897
955,3517745,47897
956,3517745,47897
957,3517745,47897
958,3517745,47897
959,3517745,47897
960,3517745,47897
961,3517745,47897
962,3517745,47897
963,3517745,47897
964,3517745,47897
965,3517745,47897
966,3517745,47897
967,3517745,47897
968,3517745,47897
969,3517745,47897
970,3517745,47897
971,3517745,47897
972,3517745,47897
973,3517745,47897
974,3517745,47897
975,3517745,47897
976,3517745,47897
977,3517745,47897
978,3517745,47897
979,3517745,47897
980,3517745,47897
981,3517745,47897
982,3517745,47897
983,3517745,47897
984,3517745,47897
985,3517745,47897
986,3517745,47897
987,3517745,47897
988,3517745,47897
989,3517745,47897
990,3517745,47897
991,3517745,47897
992,3517745,47897
993,3517745,47897
994,3517745,47897
995,3517745,47897
996,3517745,47897
997,3517745,47897
998,3517745,47897
999,3517745,47897
1000,3517745,47897
