Step,BathTUB,Python-DTU
943,-103313,39123
944,-103375,39123
945,-103437,39123
946,-103590,39123
947,-103743,39123
948,-103896,39123
949,-104013,39123
950,-104107,39123
951,-104201,39123
952,-104295,39123
953,-104389,39123
954,-104483,39123
955,-104647,39123
956,-104811,39123
957,-104945,39123
958,-105039,39123
959,-105133,39123
960,-105153,39123
961,-105153,39123
962,-105435,39123
963,-105435,39123
964,-105435,39123
965,-105435,39123
966,-105435,39123
967,-105435,39123
968,-105435,39123
969,-105435,39123
970,-105435,39123
971,-105435,39123
972,-105435,39123
973,-105435,39123
974,-105435,39123
975,-105435,39123
976,-105435,39123
977,-105435,39123
978,-105435,39123
979,-105435,39123
980,-105435,39123
981,-105435,39123
982,-105435,39123
983,-105435,39123
984,-105435,39123
985,-105435,39123
986,-105435,39123
987,-105435,39123
988,-105435,39123
989,-105435,39123
990,-105435,39123
991,-105435,39123
992,-105435,39123
993,-105435,39123
994,-111406,39123
995,-111406,39123
996,-111406,39123
997,-111406,39123
998,-111406,39123
999,-111406,39123
1000,-111406,39123
